year,date,tournament,h_team,a_team,h_elo,a_elo,h_score,a_score,location,neutral,,,,,,,,,,,,
2018,November 20,CONCACAF Nations League qualifier,Dominica,Sint Maarten,1029,831,2,0,in Anguilla,Yes,,,,,,,,,,,,Yes
2018,November 20,Friendly,El Salvador,Haiti,1445,1521,1,0,in El Salvador,No,,,,,,,,,,,,No
2018,November 20,Friendly,France,Uruguay,2090,1927,1,0,in France,No,,,,,,,,,,,,No
2018,November 20,CONCACAF Nations League qualifier,French Guiana,Guyana,1312,1193,2,1,in French Guiana,No,,,,,,,,,,,,No
2018,November 20,Friendly,Iran,Venezuela,1829,1754,1,1,in Qatar,Yes,,,,,,,,,,,,Yes
2018,November 20,Friendly,Italy,United States,1883,1749,1,0,in Belgium,Yes,,,,,,,,,,,,Yes
2018,November 20,Friendly,Japan,Kyrgyzstan,1730,1263,4,0,in Japan,No,,,,,,,,,,,,No
2018,November 20,Friendly,Jordan,Saudi Arabia,1467,1575,1,1,in Jordan,No,,,,,,,,,,,,No
2018,November 20,European Nations League D,Kosovo,Azerbaijan,1473,1425,4,0,in Kosovo,No,,,,,,,,,,,,No
2018,November 20,Friendly,Kuwait,Syria,1419,1588,1,2,in Kuwait,No,,,,,,,,,,,,No
2018,November 20,European Nations League D,Malta,Faroe Islands,1180,1253,1,1,in Malta,No,,,,,,,,,,,,No
2018,November 20,European Nations League C,Montenegro,Romania,1608,1734,0,1,in Montenegro,No,,,,,,,,,,,,No
2018,November 20,Southeast Asian Championship,Myanmar,Vietnam,1076,1299,0,0,in Myanmar,No,,,,,,,,,,,,No
2018,November 20,Friendly,Nigeria,Uganda,1721,1468,0,0,in Nigeria,No,,,,,,,,,,,,No
2018,November 20,Friendly,Panama,Ecuador,1575,1765,1,2,in Panama,No,,,,,,,,,,,,No
2018,November 20,Friendly,Peru,Costa Rica,1871,1708,2,3,in Peru,No,,,,,,,,,,,,No
2018,November 20,European Nations League A,Portugal,Poland,1974,1737,1,1,in Portugal,No,,,,,,,,,,,,No
2018,November 20,European Nations League C,Scotland,Israel,1714,1569,3,2,in Scotland,No,,,,,,,,,,,,No
2018,November 20,European Nations League C,Serbia,Lithuania,1805,1341,4,1,in Serbia,No,,,,,,,,,,,,No
2018,November 20,Friendly tournament,South Africa,Paraguay,1547,1728,1,1,in South Africa,No,,,,,,,,,,,,No
2018,November 20,Friendly,South Korea,Uzbekistan,1773,1600,4,0,in Australia,Yes,,,,,,,,,,,,Yes
2018,November 20,European Nations League B,Sweden,Russia,1834,1770,2,0,in Sweden,No,,,,,,,,,,,,No
2018,November 20,Friendly,Tunisia,Morocco,1661,1719,0,1,in Tunisia,No,,,,,,,,,,,,No
2018,November 20,Friendly,Turkey,Ukraine,1692,1772,0,0,in Turkey,No,,,,,,,,,,,,No
2018,November 20,Friendly,United Arab Emirates,Yemen,1502,1193,2,0,in the United Arab Emirates,No,,,,,,,,,,,,No
2018,November 21,Southeast Asian Championship,Philippines,Thailand,1198,1409,1,1,in the Philippines,No,,,,,,,,,,,,No
2018,November 21,Southeast Asian Championship,Singapore,East Timor,1082,648,6,1,in Singapore,No,,,,,,,,,,,,No
2018,November 24,Southeast Asian Championship,Malaysia,Myanmar,1075,1083,3,0,in Malaysia,No,,,,,,,,,,,,No
2018,November 24,Southeast Asian Championship,Vietnam,Cambodia,1292,794,3,0,in Vietnam,No,,,,,,,,,,,,No
2018,November 25,Southeast Asian Championship,Indonesia,Philippines,1205,1204,0,0,in Indonesia,No,,,,,,,,,,,,No
2018,November 25,Southeast Asian Championship,Thailand,Singapore,1403,1086,3,0,in Thailand,No,,,,,,,,,,,,No
2018,December 1,Southeast Asian Championship,Malaysia,Thailand,1101,1409,0,0,in Malaysia,No,,,,,,,,,,,,No
2018,December 2,Southeast Asian Championship,Philippines,Vietnam,1210,1294,1,2,in the Philippines,No,,,,,,,,,,,,No
2018,December 5,Southeast Asian Championship,Thailand,Malaysia,1398,1112,2,2,in Thailand,No,,,,,,,,,,,,No
2018,December 6,Southeast Asian Championship,Vietnam,Philippines,1315,1189,2,1,in Vietnam,No,,,,,,,,,,,,No
2018,December 11,Southeast Asian Championship,Malaysia,Vietnam,1128,1324,2,2,in Malaysia,No,,,,,,,,,,,,No
2018,December 13,Friendly,Oman,Tajikistan,1537,1220,2,1,in Oman,No,,,,,,,,,,,,No
2018,December 15,Southeast Asian Championship,Vietnam,Malaysia,1319,1133,1,0,in Vietnam,No,,,,,,,,,,,,No
2018,December 16,Friendly,Oman,Tajikistan,1539,1218,1,0,in Oman,No,,,,,,,,,,,,No
2018,December 16,Friendly,Palestine,Pakistan,1383,938,2,0,in Qatar,Yes,,,,,,,,,,,,Yes
2018,December 20,Friendly,Bahrain,Tajikistan,1400,1216,5,0,in Bahrain,No,,,,,,,,,,,,No
2018,December 20,Friendly,Jordan,Kyrgyzstan,1467,1262,0,1,in Qatar,Yes,,,,,,,,,,,,Yes
2018,December 23,Friendly,Qatar,Jordan,1536,1452,2,0,in Qatar,No,,,,,,,,,,,,No
2018,December 24,Friendly,Iran,Palestine,1827,1385,1,1,in Qatar,Yes,,,,,,,,,,,,Yes
2018,December 24,Friendly,Iraq,China,1565,1526,2,1,in Qatar,Yes,,,,,,,,,,,,Yes
2018,December 25,Friendly,Qatar,Kyrgyzstan,1544,1277,1,0,in Qatar,No,,,,,,,,,,,,No
2018,December 25,Friendly,Turkmenistan,Afghanistan,1237,1158,2,0,in Turkey,Yes,,,,,,,,,,,,Yes
2018,December 25,Friendly,Vietnam,North Korea,1325,1445,1,1,in Vietnam,No,,,,,,,,,,,,No
2018,December 27,Friendly,Bahrain,Lebanon,1407,1460,1,0,in Bahrain,No,,,,,,,,,,,,No
2018,December 27,Friendly,Oman,India,1541,1212,0,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2018,December 27,Friendly,Qatar,Algeria,1546,1531,0,1,in Qatar,No,,,,,,,,,,,,No
2018,December 28,Friendly,Turkmenistan,Afghanistan,1249,1146,2,2,in Turkey,Yes,,,,,,,,,,,,Yes
2018,December 28,Friendly,China,Jordan,1517,1444,1,1,in Qatar,Yes,,,,,,,,,,,,Yes
2018,December 28,Friendly,Iraq,Palestine,1574,1394,1,0,in Qatar,Yes,,,,,,,,,,,,Yes
2018,December 28,Friendly,United Arab Emirates,Kuwait,1505,1411,0,2,in the United Arab Emirates,No,,,,,,,,,,,,No
2018,December 29,Friendly,Bahrain,North Korea,1416,1444,4,0,in Bahrain,No,,,,,,,,,,,,No
2018,December 30,Friendly,Australia,Oman,1725,1534,5,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2018,December 30,Friendly,Syria,Yemen,1596,1190,1,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2018,December 31,Friendly,Palestine,Kyrgyzstan,1389,1275,1,2,in Qatar,Yes,,,,,,,,,,,,Yes
2018,December 31,Friendly,Qatar,Iran,1533,1818,1,2,in Qatar,No,,,,,,,,,,,,No
2018,December 31,Friendly,South Korea,Saudi Arabia,1783,1575,0,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2018,December 31,Friendly,Vietnam,Philippines,1326,1180,4,2,in Qatar,Yes,,,,,,,,,,,,Yes
2019,January 2,Friendly,Oman,Thailand,1524,1382,2,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 5,Asian Cup,United Arab Emirates,Bahrain,1482,1431,1,1,in the United Arab Emirates,No,,,,,,,,,,,,No
2019,January 6,Asian Cup,Thailand,India,1373,1219,1,4,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 6,Asian Cup,Australia,Jordan,1735,1446,0,1,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 6,Asian Cup,Syria,Palestine,1598,1376,0,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 7,Asian Cup,China,Kyrgyzstan,1515,1288,2,1,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 7,Asian Cup,Iran,Yemen,1823,1188,5,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 7,Asian Cup,South Korea,Philippines,1778,1171,1,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 8,Friendly,Sweden,Finland,1851,1621,0,1,in Qatar,Yes,,,,,,,,,,,,Yes
2019,January 8,Asian Cup,Iraq,Vietnam,1579,1335,3,2,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 8,Asian Cup,Saudi Arabia,North Korea,1580,1429,4,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 9,Asian Cup,Japan,Turkmenistan,1731,1246,3,2,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 9,Asian Cup,Qatar,Lebanon,1528,1451,2,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 9,Asian Cup,Uzbekistan,Oman,1590,1533,2,1,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 10,Asian Cup,Syria,Jordan,1584,1488,0,2,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 10,Asian Cup,Bahrain,Thailand,1441,1311,0,1,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 10,Asian Cup,United Arab Emirates,India,1472,1281,2,0,in the United Arab Emirates,No,,,,,,,,,,,,No
2019,January 11,Asian Cup,Australia,Palestine,1693,1390,3,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 11,Asian Cup,China,Philippines,1526,1170,3,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 11,Friendly,Finland,Estonia,1637,1469,1,2,in Qatar,Yes,,,,,,,,,,,,Yes
2019,January 11,Friendly,Sweden,Iceland,1835,1669,2,2,in Qatar,Yes,,,,,,,,,,,,Yes
2019,January 11,Asian Cup,South Korea,Kyrgyzstan,1779,1277,1,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 12,Asian Cup,Iran,Vietnam,1826,1325,2,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 12,Asian Cup,Iraq,Yemen,1589,1185,3,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 12,Asian Cup,Saudi Arabia,Lebanon,1608,1422,2,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 13,Asian Cup,Japan,Oman,1734,1512,1,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 13,Asian Cup,Qatar,North Korea,1557,1401,6,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 13,Asian Cup,Uzbekistan,Turkmenistan,1611,1243,4,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 14,Asian Cup,Bahrain,India,1407,1269,1,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 14,Asian Cup,United Arab Emirates,Thailand,1484,1345,1,1,in the United Arab Emirates,No,,,,,,,,,,,,No
2019,January 15,Asian Cup,Australia,Syria,1706,1536,3,2,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 15,Friendly,Iceland,Estonia,1673,1483,0,0,in Qatar,Yes,,,,,,,,,,,,Yes
2019,January 15,Asian Cup,Jordan,Palestine,1536,1377,0,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 16,Asian Cup,Iran,Iraq,1830,1597,0,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 16,Asian Cup,Kyrgyzstan,Philippines,1274,1160,3,1,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 16,Asian Cup,South Korea,China,1782,1536,2,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 16,Asian Cup,Vietnam,Yemen,1321,1177,2,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 17,Asian Cup,Japan,Uzbekistan,1745,1621,2,1,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 17,Asian Cup,Lebanon,North Korea,1403,1370,4,1,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 17,Asian Cup,Oman,Turkmenistan,1501,1233,3,1,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 17,Asian Cup,Saudi Arabia,Qatar,1627,1588,0,2,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 20,Asian Cup,China,Thailand,1521,1360,2,1,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 20,Asian Cup,Iran,Oman,1815,1514,2,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 20,Asian Cup,Jordan,Vietnam,1525,1344,1,1,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 21,Asian Cup,Australia,Uzbekistan,1720,1605,0,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 21,Asian Cup,Japan,Saudi Arabia,1761,1585,1,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 21,Asian Cup,United Arab Emirates,Kyrgyzstan,1469,1300,3,2,in the United Arab Emirates,No,,,,,,,,,,,,No
2019,January 22,Asian Cup,Qatar,Iraq,1630,1612,1,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 22,Asian Cup,South Korea,Bahrain,1797,1423,2,1,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 24,Asian Cup,Iran,China,1826,1535,3,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 24,Asian Cup,Japan,Vietnam,1774,1356,1,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 25,Asian Cup,South Korea,Qatar,1802,1654,0,1,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 25,Asian Cup,United Arab Emirates,Australia,1478,1712,1,0,in the United Arab Emirates,No,,,,,,,,,,,,No
2019,January 27,Friendly,United States,Panama,1743,1568,3,0,in the United States,No,,,,,,,,,,,,No
2019,January 28,Asian Cup,Iran,Japan,1840,1778,0,3,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,January 29,Asian Cup,United Arab Emirates,Qatar,1512,1689,0,4,in the United Arab Emirates,No,,,,,,,,,,,,No
2019,February 1,Asian Cup,Japan,Qatar,1829,1726,1,3,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2019,February 2,Friendly,United States,Costa Rica,1749,1724,2,0,in the United States,No,,,,,,,,,,,,No
2019,February 16,Friendly,Dominican Republic,Guadeloupe,1265,1203,1,0,in the Dominican Republic,No,,,,,,,,,,,,No
2019,February 21,Friendly,Kazakhstan,Moldova,1330,1325,1,0,in Turkey,Yes,,,,,,,,,,,,Yes
2019,February 23,Friendly,Sint Maarten,Saint Barthélemy,816,699,1,1,in Sint Maarten,No,,,,,,,,,,,,No
2019,February 25,Friendly,Cuba,Bermuda,1339,1183,2,2,in Cuba,No,,,,,,,,,,,,No
2019,February 27,Friendly,Cuba,Bermuda,1333,1189,5,0,in Cuba,No,,,,,,,,,,,,No
2019,February 28,Windward Islands Championship,Saint Lucia,Grenada,1140,1070,0,1,in Saint Vincent and the Grenadines,Yes,,,,,,,,,,,,Yes
2019,February 28,Windward Islands Championship,Saint Vincent and the Grenadines,Barbados,1079,1133,2,0,in Saint Vincent and the Grenadines,No,,,,,,,,,,,,No
2019,March 2,Windward Islands Championship,Grenada,Dominica,1088,1044,0,1,in Saint Vincent and the Grenadines,Yes,,,,,,,,,,,,Yes
2019,March 2,Windward Islands Championship,Saint Vincent and the Grenadines,Saint Lucia,1099,1122,2,1,in Saint Vincent and the Grenadines,No,,,,,,,,,,,,No
2019,March 3,Friendly,Bolivia,Nicaragua,1655,1280,2,2,in Bolivia,No,,,,,,,,,,,,No
2019,March 4,Windward Islands Championship,Barbados,Grenada,1113,1071,0,0,in Saint Vincent and the Grenadines,Yes,,,,,,,,,,,,Yes
2019,March 4,Windward Islands Championship,Saint Lucia,Dominica,1110,1061,1,1,in Saint Vincent and the Grenadines,Yes,,,,,,,,,,,,Yes
2019,March 6,Windward Islands Championship,Barbados,Saint Lucia,1111,1108,2,0,in Saint Vincent and the Grenadines,Yes,,,,,,,,,,,,Yes
2019,March 6,Friendly,Guatemala,El Salvador,1494,1454,1,3,in the United States,Yes,,,,,,,,,,,,Yes
2019,March 6,Windward Islands Championship,Saint Vincent and the Grenadines,Dominica,1111,1063,2,1,in Saint Vincent and the Grenadines,No,,,,,,,,,,,,No
2019,March 8,Windward Islands Championship,Barbados,Dominica,1133,1054,2,0,in Saint Vincent and the Grenadines,Yes,,,,,,,,,,,,Yes
2019,March 8,Windward Islands Championship,Saint Vincent and the Grenadines,Grenada,1120,1073,1,1,in Saint Vincent and the Grenadines,No,,,,,,,,,,,,No
2019,March 9,Friendly,Cambodia,Bangladesh,792,791,0,1,in Cambodia,No,,,,,,,,,,,,No
2019,March 10,Friendly,Anguilla,Saint Martin,586,829,2,1,in Anguilla,No,,,,,,,,,,,,No
2019,March 10,Friendly,Mozambique,Eswatini,1298,1203,1,1,in South Africa,Yes,,,,,,,,,,,,Yes
2019,March 16,Friendly,Bahamas,Turks and Caicos Islands,856,779,6,1,in the Bahamas,No,,,,,,,,,,,,No
2019,March 16,Friendly,Suriname,Guyana,1258,1184,3,1,in Suriname,No,,,,,,,,,,,,No
2019,March 17,Friendly,Saint Barthélemy,Saint Martin,705,815,4,3,in Saint Barthélemy,No,,,,,,,,,,,,No
2019,March 18,Friendly tournament,Fiji,New Caledonia,1209,1221,3,0,in Fiji,No,,,,,,,,,,,,No
2019,March 18,Friendly,Solomon Islands,Vanuatu,1206,1207,3,1,in the Solomon Islands,No,,,,,,,,,,,,No
2019,March 19,Friendly,Myanmar,Taiwan,1057,974,0,0,in Myanmar,No,,,,,,,,,,,,No
2019,March 20,Friendly,Germany,Serbia,1938,1808,1,1,in Germany,No,,,,,,,,,,,,No
2019,March 20,Friendly tournament,Iraq,Syria,1588,1522,1,0,in Iraq,No,,,,,,,,,,,,No
2019,March 20,Friendly tournament,Malaysia,Singapore,1127,1080,0,1,in Malaysia,No,,,,,,,,,,,,No
2019,March 20,Friendly tournament,Oman,Afghanistan,1503,1149,5,0,in Malaysia,Yes,,,,,,,,,,,,Yes
2019,March 20,Friendly,Wales,Trinidad and Tobago,1760,1433,1,0,in Wales,No,,,,,,,,,,,,No
2019,March 21,European Championship qualifier,Austria,Poland,1764,1752,0,1,in Austria,No,,,,,,,,,,,,No
2019,March 21,European Championship qualifier,Belgium,Russia,2035,1753,3,1,in Belgium,No,,,,,,,,,,,,No
2019,March 21,CONCACAF Nations League qualifier,Turks and Caicos Islands,British Virgin Islands,768,645,2,2,in Anguilla,Yes,,,,,,,,,,,,Yes
2019,March 21,Friendly tournament,China,Thailand,1521,1346,0,1,in China,No,,,,,,,,,,,,No
2019,March 21,European Championship qualifier,Croatia,Azerbaijan,1925,1403,2,1,in Croatia,No,,,,,,,,,,,,No
2019,March 21,European Championship qualifier,Cyprus,San Marino,1414,836,5,0,in Cyprus,No,,,,,,,,,,,,No
2019,March 21,European Championship qualifier,Israel,Slovenia,1561,1561,1,1,in Israel,No,,,,,,,,,,,,No
2019,March 21,European Championship qualifier,Kazakhstan,Scotland,1340,1722,3,0,in Kazakhstan,No,,,,,,,,,,,,No
2019,March 21,Friendly,Kosovo,Denmark,1495,1898,2,2,in Kosovo,No,,,,,,,,,,,,No
2019,March 21,Friendly,Kuwait,Nepal,1434,879,0,0,in Kuwait,No,,,,,,,,,,,,No
2019,March 21,Friendly tournament,New Caledonia,Mauritius,1201,1072,1,3,in Fiji,Yes,,,,,,,,,,,,Yes
2019,March 21,European Championship qualifier,Netherlands,Belarus,1985,1538,4,0,in the Netherlands,No,,,,,,,,,,,,No
2019,March 21,European Championship qualifier,North Macedonia,Latvia,1519,1298,3,1,in North Macedonia,No,,,,,,,,,,,,No
2019,March 21,European Championship qualifier,Northern Ireland,Estonia,1622,1488,2,0,in Northern Ireland,No,,,,,,,,,,,,No
2019,March 21,European Championship qualifier,Slovakia,Hungary,1748,1611,2,0,in Slovakia,No,,,,,,,,,,,,No
2019,March 21,CONCACAF Nations League qualifier,Saint Vincent and the Grenadines,Bonaire,1114,974,2,1,in Saint Vincent and the Grenadines,No,,,,,,,,,,,,No
2019,March 21,Friendly,United Arab Emirates,Saudi Arabia,1475,1572,2,1,in the United Arab Emirates,No,,,,,,,,,,,,No
2019,March 21,Friendly,United States,Ecuador,1759,1772,1,0,in the United States,No,,,,,,,,,,,,No
2019,March 22,European Championship qualifier,Albania,Turkey,1515,1691,0,2,in Albania,No,,,,,,,,,,,,No
2019,March 22,African Nations Cup qualifier,Algeria,Gambia,1544,1306,1,1,in Algeria,No,,,,,,,,,,,,No
2019,March 22,European Championship qualifier,Andorra,Iceland,1081,1668,0,2,in Andorra,No,,,,,,,,,,,,No
2019,March 22,CONCACAF Nations League qualifier,Anguilla,US Virgin Islands,600,715,0,3,in Anguilla,No,,,,,,,,,,,,No
2019,March 22,African Nations Cup qualifier,Botswana,Angola,1314,1325,0,1,in Botswana,No,,,,,,,,,,,,No
2019,March 22,European Championship qualifier,Bulgaria,Montenegro,1629,1589,1,1,in Bulgaria,No,,,,,,,,,,,,No
2019,March 22,African Nations Cup qualifier,Burkina Faso,Mauritania,1527,1357,1,0,in Burkina Faso,No,,,,,,,,,,,,No
2019,March 22,CONCACAF Nations League qualifier,Cayman Islands,Montserrat,945,732,1,2,in the Cayman Islands,No,,,,,,,,,,,,No
2019,March 22,European Championship qualifier,England,Czechia,1960,1729,5,0,in England,No,,,,,,,,,,,,No
2019,March 22,Friendly,Guatemala,Costa Rica,1477,1714,1,0,in Guatemala,No,,,,,,,,,,,,No
2019,March 22,Friendly,Japan,Colombia,1781,1961,0,1,in Japan,No,,,,,,,,,,,,No
2019,March 22,European Championship qualifier,Luxembourg,Lithuania,1347,1338,2,1,in Luxembourg,No,,,,,,,,,,,,No
2019,March 22,African Nations Cup qualifier,Malawi,Morocco,1253,1730,0,0,in Malawi,No,,,,,,,,,,,,No
2019,March 22,Friendly,Chile,Mexico,1851,1787,1,3,in the United States,Yes,,,,,,,,,,,,Yes
2019,March 22,European Championship qualifier,Moldova,France,1315,2094,1,4,in Moldova,No,,,,,,,,,,,,No
2019,March 22,African Nations Cup qualifier,Nigeria,Seychelles,1713,969,3,1,in Nigeria,No,,,,,,,,,,,,No
2019,March 22,Friendly,Peru,Paraguay,1855,1725,1,0,in the United States,Yes,,,,,,,,,,,,Yes
2019,March 22,European Championship qualifier,Portugal,Ukraine,1959,1773,0,0,in Portugal,No,,,,,,,,,,,,No
2019,March 22,Friendly,South Korea,Bolivia,1767,1646,1,0,in South Korea,No,,,,,,,,,,,,No
2019,March 22,CONCACAF Nations League qualifier,Saint Lucia,Aruba,1086,931,3,2,in Antigua and Barbuda,Yes,,,,,,,,,,,,Yes
2019,March 22,African Nations Cup qualifier,Sudan,Equatorial Guinea,1279,1295,1,4,in Sudan,No,,,,,,,,,,,,No
2019,March 22,African Nations Cup qualifier,Tunisia,Eswatini,1650,1206,4,0,in Tunisia,No,,,,,,,,,,,,No
2019,March 22,Friendly tournament,Uruguay,Uzbekistan,1923,1613,3,0,in China,Yes,,,,,,,,,,,,Yes
2019,March 22,Friendly,Argentina,Venezuela,1915,1756,1,3,in Spain,Yes,,,,,,,,,,,,Yes
2019,March 23,CONCACAF Nations League qualifier,Antigua and Barbuda,Curaçao,1171,1334,2,1,in Antigua and Barbuda,No,,,,,,,,,,,,No
2019,March 23,European Championship qualifier,Bosnia and Herzegovina,Armenia,1795,1448,2,1,in Bosnia and Herzegovina,No,,,,,,,,,,,,No
2019,March 23,Friendly,Brazil,Panama,2136,1562,1,1,in Portugal,Yes,,,,,,,,,,,,Yes
2019,March 23,African Nations Cup qualifier,Burundi,Gabon,1364,1406,1,1,in Burundi,No,,,,,,,,,,,,No
2019,March 23,African Nations Cup qualifier,Cameroon,Comoros,1599,1089,3,0,in Cameroon,No,,,,,,,,,,,,No
2019,March 23,CONCACAF Nations League qualifier,Dominica,Bahamas,1037,867,4,0,in Dominica,No,,,,,,,,,,,,No
2019,March 23,CONCACAF Nations League qualifier,El Salvador,Jamaica,1471,1570,2,0,in El Salvador,No,,,,,,,,,,,,No
2019,March 23,European Championship qualifier,Georgia,Switzerland,1546,1922,0,2,in Georgia,No,,,,,,,,,,,,No
2019,March 23,African Nations Cup qualifier,Ghana,Kenya,1626,1388,1,0,in Ghana,No,,,,,,,,,,,,No
2019,March 23,European Championship qualifier,Gibraltar,Ireland,1103,1704,0,1,in Gibraltar,No,,,,,,,,,,,,No
2019,March 23,CONCACAF Nations League qualifier,Guadeloupe,Martinique,1197,1450,0,1,in Guadeloupe,No,,,,,,,,,,,,No
2019,March 23,African Nations Cup qualifier,Guinea-Bissau,Mozambique,1313,1295,2,2,in Guinea-Bissau,No,,,,,,,,,,,,No
