year,date,tournament,h_team,a_team,h_elo,a_elo,h_score,a_score,location,neutral,,,,,,,,,,,,
2021,September 7,Friendly tournament,Kyrgyzstan,Bangladesh,1272,842,4,1,in Kyrgyzstan,No,,,,,,,,,,,,No
2021,September 7,Friendly tournament,Comoros,Burundi,1221,1257,1,0,in the Comoros,No,,,,,,,,,,,,No
2021,September 7,Friendly tournament,Bahrain,Jordan,1582,1448,1,2,in Bahrain,No,,,,,,,,,,,,No
2021,September 7,World Cup qualifier,Vietnam,Australia,1408,1752,0,1,in Vietnam,No,,,,,,,,,,,,No
2021,September 7,World Cup qualifier,United Arab Emirates,Syria,1477,1442,1,1,in Jordan,Yes,,,,,,,,,,,,Yes
2021,September 7,World Cup qualifier,South Korea,Lebanon,1751,1373,1,0,in South Korea,No,,,,,,,,,,,,No
2021,September 7,World Cup qualifier,Oman,Saudi Arabia,1537,1616,0,1,in Oman,No,,,,,,,,,,,,No
2021,September 7,World Cup qualifier,Japan,China,1735,1489,1,0,in Qatar,Yes,,,,,,,,,,,,Yes
2021,September 7,World Cup qualifier,Iran,Iraq,1807,1633,3,0,in Qatar,Yes,,,,,,,,,,,,Yes
2021,September 7,World Cup qualifier,Zambia,Tunisia,1470,1647,0,2,in Zambia,No,,,,,,,,,,,,No
2021,September 7,World Cup qualifier,Tanzania,Madagascar,1324,1351,3,2,in Tanzania,No,,,,,,,,,,,,No
2021,September 7,World Cup qualifier,Sudan,Guinea-Bissau,1394,1359,2,4,in Sudan,No,,,,,,,,,,,,No
2021,September 7,World Cup qualifier,Mozambique,Malawi,1330,1301,0,1,in South Africa,Yes,,,,,,,,,,,,Yes
2021,September 7,World Cup qualifier,Ethiopia,Zimbabwe,1335,1361,1,0,in Ethiopia,No,,,,,,,,,,,,No
2021,September 7,World Cup qualifier,Equatorial Guinea,Mauritania,1349,1377,1,0,in Equatorial Guinea,No,,,,,,,,,,,,No
2021,September 7,World Cup qualifier,Congo,Senegal,1367,1689,1,3,in Congo,No,,,,,,,,,,,,No
2021,September 7,World Cup qualifier,Cape Verde,Nigeria,1436,1670,1,2,in Cape Verde,No,,,,,,,,,,,,No
2021,September 7,World Cup qualifier,Algeria,Burkina Faso,1769,1557,1,1,in Morocco,Yes,,,,,,,,,,,,Yes
2021,September 7,World Cup qualifier,Azerbaijan,Portugal,1377,2013,0,3,in Azerbaijan,No,,,,,,,,,,,,No
2021,September 7,World Cup qualifier,Angola,Libya,1366,1350,0,1,in Angola,No,,,,,,,,,,,,No
2021,September 7,World Cup qualifier,Slovakia,Cyprus,1656,1316,2,0,in Slovakia,No,,,,,,,,,,,,No
2021,September 7,World Cup qualifier,Russia,Malta,1739,1256,2,0,in Russia,No,,,,,,,,,,,,No
2021,September 7,World Cup qualifier,Norway,Gibraltar,1750,1076,5,1,in Norway,No,,,,,,,,,,,,No
2021,September 7,World Cup qualifier,Netherlands,Turkey,1920,1720,6,1,in the Netherlands,No,,,,,,,,,,,,No
2021,September 7,World Cup qualifier,Montenegro,Latvia,1528,1283,0,0,in Montenegro,No,,,,,,,,,,,,No
2021,September 7,World Cup qualifier,Ireland,Serbia,1604,1803,1,1,in Ireland,No,,,,,,,,,,,,No
2021,September 7,World Cup qualifier,France,Finland,2047,1708,2,0,in France,No,,,,,,,,,,,,No
2021,September 7,World Cup qualifier,Faroe Islands,Moldova,1247,1214,2,1,in the Faroe Islands,No,,,,,,,,,,,,No
2021,September 7,World Cup qualifier,Denmark,Israel,1971,1663,5,0,in Denmark,No,,,,,,,,,,,,No
2021,September 7,World Cup qualifier,Croatia,Slovenia,1842,1617,3,0,in Croatia,No,,,,,,,,,,,,No
2021,September 7,World Cup qualifier,Bosnia and Herzegovina,Kazakhstan,1648,1359,2,2,in Bosnia and Herzegovina,No,,,,,,,,,,,,No
2021,September 7,World Cup qualifier,Austria,Scotland,1741,1626,0,1,in Austria,No,,,,,,,,,,,,No
2021,September 8,Friendly,Guatemala,Nicaragua,1448,1231,2,2,in Guatemala,No,,,,,,,,,,,,No
2021,September 8,Friendly,Czechia,Ukraine,1833,1789,1,1,in Czechia,No,,,,,,,,,,,,No
2021,September 8,Friendly,Bulgaria,Georgia,1524,1497,4,1,in Bulgaria,No,,,,,,,,,,,,No
2021,September 8,World Cup qualifier,Wales,Estonia,1827,1395,0,0,in Wales,No,,,,,,,,,,,,No
2021,September 8,World Cup qualifier,Poland,England,1773,2056,1,1,in Poland,No,,,,,,,,,,,,No
2021,September 8,World Cup qualifier,Northern Ireland,Switzerland,1596,1920,0,0,in Northern Ireland,No,,,,,,,,,,,,No
2021,September 8,World Cup qualifier,North Macedonia,Romania,1565,1667,0,0,in North Macedonia,No,,,,,,,,,,,,No
2021,September 8,World Cup qualifier,Kosovo,Spain,1513,2003,0,2,in Kosovo,No,,,,,,,,,,,,No
2021,September 8,World Cup qualifier,Italy,Lithuania,2071,1293,5,0,in Italy,No,,,,,,,,,,,,No
2021,September 8,World Cup qualifier,Iceland,Germany,1569,1924,0,4,in Iceland,No,,,,,,,,,,,,No
2021,September 8,World Cup qualifier,Hungary,Andorra,1710,1036,2,1,in Hungary,No,,,,,,,,,,,,No
2021,September 8,World Cup qualifier,Greece,Sweden,1656,1888,2,1,in Greece,No,,,,,,,,,,,,No
2021,September 8,World Cup qualifier,Belgium,Belarus,2135,1484,1,0,in Russia,Yes,,,,,,,,,,,,Yes
2021,September 8,World Cup qualifier,Armenia,Liechtenstein,1582,1091,1,1,in Armenia,No,,,,,,,,,,,,No
2021,September 8,World Cup qualifier,Albania,San Marino,1571,818,5,0,in Albania,No,,,,,,,,,,,,No
2021,September 8,World Cup qualifier,Panama,Mexico,1590,1907,1,1,in Panama,No,,,,,,,,,,,,No
2021,September 8,World Cup qualifier,Honduras,United States,1599,1840,1,4,in Honduras,No,,,,,,,,,,,,No
2021,September 8,World Cup qualifier,Costa Rica,Jamaica,1617,1523,1,1,in Costa Rica,No,,,,,,,,,,,,No
2021,September 8,World Cup qualifier,Canada,El Salvador,1724,1546,3,0,in Canada,No,,,,,,,,,,,,No
2021,September 9,World Cup qualifier,Uruguay,Ecuador,1938,1800,1,0,in Uruguay,No,,,,,,,,,,,,No
2021,September 9,World Cup qualifier,Paraguay,Venezuela,1787,1725,2,1,in Paraguay,No,,,,,,,,,,,,No
2021,September 9,World Cup qualifier,Colombia,Chile,1911,1792,3,1,in Colombia,No,,,,,,,,,,,,No
2021,September 9,World Cup qualifier,Brazil,Peru,2123,1821,2,0,in Brazil,No,,,,,,,,,,,,No
2021,September 9,World Cup qualifier,Argentina,Bolivia,2077,1588,3,0,in Argentina,No,,,,,,,,,,,,No
2021,September 24,Friendly,El Salvador,Guatemala,1534,1441,0,2,in the United States,Yes,,,,,,,,,,,,Yes
2021,September 26,Friendly,Oman,Nepal,1516,934,7,2,in Qatar,Yes,,,,,,,,,,,,Yes
2021,September 30,Friendly,Egypt,Liberia,1602,1369,2,0,in Egypt,No,,,,,,,,,,,,No
2021,October 1,South Asian Championship,Maldives,Nepal,951,933,0,1,in the Maldives,No,,,,,,,,,,,,No
2021,October 1,South Asian Championship,Bangladesh,Sri Lanka,840,659,1,0,in the Maldives,Yes,,,,,,,,,,,,Yes
2021,October 1,Friendly tournament,Curaçao,Aruba,1427,911,7,1,in Curaçao,No,,,,,,,,,,,,No
2021,October 3,Friendly tournament,Curaçao,Bonaire,1429,960,1,0,in Curaçao,No,,,,,,,,,,,,No
2021,October 4,South Asian Championship,Nepal,Sri Lanka,960,649,3,2,in the Maldives,Yes,,,,,,,,,,,,Yes
2021,October 4,South Asian Championship,India,Bangladesh,1196,850,1,1,in the Maldives,Yes,,,,,,,,,,,,Yes
2021,October 6,Friendly tournament,Sierra Leone,South Sudan,1353,1082,1,1,in Morocco,Yes,,,,,,,,,,,,Yes
2021,October 6,Friendly tournament,Jordan,Malaysia,1472,1203,4,0,in Jordan,No,,,,,,,,,,,,No
2021,October 6,Friendly tournament,Bahrain,Curaçao,1558,1430,4,0,in Bahrain,No,,,,,,,,,,,,No
2021,October 6,World Cup qualifier,Morocco,Guinea-Bissau,1689,1400,5,0,in Morocco,No,,,,,,,,,,,,No
2021,October 6,World Cup qualifier,Guinea,Sudan,1437,1353,1,1,in Morocco,Yes,,,,,,,,,,,,Yes
2021,October 6,European Nations League,Italy,Spain,2072,2009,1,2,in Italy,No,,,,,,,,,,,,No
2021,October 7,South Asian Championship,Maldives,Bangladesh,924,865,2,0,in the Maldives,No,,,,,,,,,,,,No
2021,October 7,South Asian Championship,India,Sri Lanka,1181,643,0,0,in the Maldives,Yes,,,,,,,,,,,,Yes
2021,October 7,Asian Cup qualifier,Indonesia,Taiwan,1100,907,2,1,in Thailand,Yes,,,,,,,,,,,,Yes
2021,October 7,World Cup qualifier,United Arab Emirates,Iran,1475,1826,0,1,in the United Arab Emirates,No,,,,,,,,,,,,No
2021,October 7,World Cup qualifier,South Korea,Syria,1753,1444,2,1,in South Korea,No,,,,,,,,,,,,No
2021,October 7,World Cup qualifier,Saudi Arabia,Japan,1637,1743,1,0,in Saudi Arabia,No,,,,,,,,,,,,No
2021,October 7,World Cup qualifier,Iraq,Lebanon,1614,1371,0,0,in Qatar,Yes,,,,,,,,,,,,Yes
2021,October 7,World Cup qualifier,China,Vietnam,1481,1400,3,2,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2021,October 7,World Cup qualifier,Australia,Oman,1760,1517,3,1,in Qatar,Yes,,,,,,,,,,,,Yes
2021,October 7,World Cup qualifier,Tunisia,Mauritania,1670,1361,3,0,in Tunisia,No,,,,,,,,,,,,No
2021,October 7,World Cup qualifier,Tanzania,Benin,1340,1463,0,1,in Tanzania,No,,,,,,,,,,,,No
2021,October 7,World Cup qualifier,Rwanda,Uganda,1316,1446,0,1,in Rwanda,No,,,,,,,,,,,,No
2021,October 7,World Cup qualifier,Nigeria,Central African Republic,1683,1277,0,1,in Nigeria,No,,,,,,,,,,,,No
2021,October 7,World Cup qualifier,Mali,Kenya,1554,1390,5,0,in Morocco,Yes,,,,,,,,,,,,Yes
2021,October 7,World Cup qualifier,Equatorial Guinea,Zambia,1365,1447,2,0,in Equatorial Guinea,No,,,,,,,,,,,,No
2021,October 7,World Cup qualifier,Democratic Republic of Congo,Madagascar,1473,1335,2,0,in the Democratic Republic of the Congo,Yes,,,,,,,,,,,,Yes
2021,October 7,World Cup qualifier,Cape Verde,Liberia,1423,1365,2,1,in Ghana,Yes,,,,,,,,,,,,Yes
2021,October 7,European Nations League,Belgium,France,2136,2051,2,3,in Italy,Yes,,,,,,,,,,,,Yes
2021,October 7,World Cup qualifier,United States,Jamaica,1862,1533,2,0,in the United States,No,,,,,,,,,,,,No
2021,October 7,World Cup qualifier,Mexico,Canada,1896,1736,1,1,in Mexico,No,,,,,,,,,,,,No
2021,October 7,World Cup qualifier,Honduras,Costa Rica,1577,1607,0,0,in Honduras,No,,,,,,,,,,,,No
2021,October 7,World Cup qualifier,El Salvador,Panama,1515,1601,1,0,in El Salvador,No,,,,,,,,,,,,No
2021,October 7,World Cup qualifier,Venezuela,Brazil,1714,2128,1,3,in Venezuela,No,,,,,,,,,,,,No
2021,October 7,World Cup qualifier,Uruguay,Colombia,1946,1924,0,0,in Uruguay,No,,,,,,,,,,,,No
2021,October 7,World Cup qualifier,Peru,Chile,1816,1779,2,0,in Peru,No,,,,,,,,,,,,No
2021,October 7,World Cup qualifier,Paraguay,Argentina,1798,2079,0,0,in Paraguay,No,,,,,,,,,,,,No
2021,October 7,World Cup qualifier,Ecuador,Bolivia,1792,1586,3,0,in Ecuador,No,,,,,,,,,,,,No
2021,October 8,World Cup qualifier,Ivory Coast,Malawi,1645,1323,3,0,in South Africa,Yes,,,,,,,,,,,,Yes
2021,October 8,World Cup qualifier,Egypt,Libya,1606,1376,1,0,in Egypt,No,,,,,,,,,,,,No
2021,October 8,World Cup qualifier,Cameroon,Mozambique,1563,1308,3,1,in Cameroon,No,,,,,,,,,,,,No
2021,October 8,World Cup qualifier,Burkina Faso,Djibouti,1568,897,4,0,in Morocco,Yes,,,,,,,,,,,,Yes
2021,October 8,World Cup qualifier,Angola,Gabon,1340,1419,3,1,in Angola,No,,,,,,,,,,,,No
2021,October 8,World Cup qualifier,Algeria,Niger,1758,1236,6,1,in Algeria,No,,,,,,,,,,,,No
2021,October 8,World Cup qualifier,Turkey,Norway,1708,1751,1,1,in Turkey,No,,,,,,,,,,,,No
2021,October 8,World Cup qualifier,Russia,Slovakia,1741,1660,1,0,in Russia,No,,,,,,,,,,,,No
2021,October 8,World Cup qualifier,Malta,Slovenia,1254,1608,0,4,in Malta,No,,,,,,,,,,,,No
2021,October 8,World Cup qualifier,Liechtenstein,North Macedonia,1110,1565,0,4,in Liechtenstein,No,,,,,,,,,,,,No
2021,October 8,World Cup qualifier,Latvia,Netherlands,1298,1932,0,1,in Latvia,No,,,,,,,,,,,,No
2021,October 8,World Cup qualifier,Iceland,Armenia,1555,1563,1,1,in Iceland,No,,,,,,,,,,,,No
2021,October 8,World Cup qualifier,Gibraltar,Montenegro,1075,1513,0,3,in Gibraltar,No,,,,,,,,,,,,No
2021,October 8,World Cup qualifier,Germany,Romania,1938,1667,2,1,in Germany,No,,,,,,,,,,,,No
2021,October 8,World Cup qualifier,Estonia,Belarus,1413,1483,2,0,in Estonia,No,,,,,,,,,,,,No
2021,October 8,World Cup qualifier,Czechia,Wales,1829,1809,2,2,in Czechia,No,,,,,,,,,,,,No
2021,October 8,World Cup qualifier,Cyprus,Croatia,1312,1851,0,3,in Cyprus,No,,,,,,,,,,,,No
2021,October 9,Friendly tournament,Uzbekistan,Malaysia,1545,1197,5,1,in Jordan,Yes,,,,,,,,,,,,Yes
2021,October 9,Friendly tournament,Gambia,Sierra Leone,1374,1343,1,2,in Morocco,Yes,,,,,,,,,,,,Yes
2021,October 9,Friendly,Portugal,Qatar,2016,1675,3,0,in Portugal,No,,,,,,,,,,,,No
2021,October 9,Friendly tournament,New Zealand,Curaçao,1485,1418,2,1,in Bahrain,Yes,,,,,,,,,,,,Yes
2021,October 9,Asian Cup qualifier,Cambodia,Guam,835,726,1,0,in Bahrain,Yes,,,,,,,,,,,,Yes
2021,October 9,World Cup qualifier,Togo,Congo,1256,1354,1,1,in Togo,No,,,,,,,,,,,,No
2021,October 9,World Cup qualifier,Senegal,Namibia,1702,1395,4,1,in Senegal,No,,,,,,,,,,,,No
2021,October 9,World Cup qualifier,Morocco,Guinea-Bissau,1697,1392,3,0,in Morocco,No,,,,,,,,,,,,No
2021,October 9,World Cup qualifier,Guinea,Sudan,1432,1358,2,2,in Morocco,Yes,,,,,,,,,,,,Yes
2021,October 9,World Cup qualifier,Ghana,Zimbabwe,1585,1345,3,1,in Ghana,No,,,,,,,,,,,,No
2021,October 9,World Cup qualifier,Ethiopia,South Africa,1351,1530,1,3,in Ethiopia,No,,,,,,,,,,,,No
2021,October 9,World Cup qualifier,Switzerland,Northern Ireland,1909,1607,2,0,in Switzerland,No,,,,,,,,,,,,No
2021,October 9,World Cup qualifier,Sweden,Kosovo,1861,1507,3,0,in Sweden,No,,,,,,,,,,,,No
2021,October 9,World Cup qualifier,Scotland,Israel,1657,1656,3,2,in Scotland,No,,,,,,,,,,,,No
2021,October 9,World Cup qualifier,Poland,San Marino,1783,817,5,0,in Poland,No,,,,,,,,,,,,No
2021,October 9,World Cup qualifier,Moldova,Denmark,1201,1978,0,4,in Moldova,No,,,,,,,,,,,,No
2021,October 9,World Cup qualifier,Luxembourg,Serbia,1401,1797,0,1,in Luxembourg,No,,,,,,,,,,,,No
2021,October 9,World Cup qualifier,Lithuania,Bulgaria,1292,1535,3,1,in Lithuania,No,,,,,,,,,,,,No
2021,October 9,World Cup qualifier,Kazakhstan,Bosnia and Herzegovina,1375,1632,0,2,in Kazakhstan,No,,,,,,,,,,,,No
2021,October 9,World Cup qualifier,Hungary,Albania,1710,1572,0,1,in Hungary,No,,,,,,,,,,,,No
2021,October 9,World Cup qualifier,Georgia,Greece,1486,1683,0,2,in Georgia,No,,,,,,,,,,,,No
2021,October 9,World Cup qualifier,Finland,Ukraine,1704,1793,1,2,in Finland,No,,,,,,,,,,,,No
2021,October 9,World Cup qualifier,Faroe Islands,Austria,1260,1710,0,2,in the Faroe Islands,No,,,,,,,,,,,,No
2021,October 9,World Cup qualifier,Azerbaijan,Ireland,1374,1610,0,3,in Azerbaijan,No,,,,,,,,,,,,No
2021,October 9,World Cup qualifier,Andorra,England,1036,2046,0,5,in Andorra,No,,,,,,,,,,,,No
2021,October 10,South Asian Championship,Maldives,Sri Lanka,941,661,1,0,in the Maldives,No,,,,,,,,,,,,No
2021,October 10,South Asian Championship,India,Nepal,1163,966,1,0,in the Maldives,Yes,,,,,,,,,,,,Yes
2021,October 10,World Cup qualifier,Zambia,Equatorial Guinea,1419,1393,1,1,in Zambia,No,,,,,,,,,,,,No
2021,October 10,World Cup qualifier,Uganda,Rwanda,1464,1298,1,0,in Uganda,No,,,,,,,,,,,,No
2021,October 10,World Cup qualifier,Nigeria,Central African Republic,1645,1315,2,0,in Cameroon,Yes,,,,,,,,,,,,Yes
2021,October 10,World Cup qualifier,Mauritania,Tunisia,1355,1676,0,0,in Mauritania,No,,,,,,,,,,,,No
2021,October 10,World Cup qualifier,Madagascar,Democratic Republic of Congo,1323,1485,1,0,in Madagascar,No,,,,,,,,,,,,No
2021,October 10,World Cup qualifier,Kenya,Mali,1368,1576,0,1,in Kenya,No,,,,,,,,,,,,No
2021,October 10,World Cup qualifier,Cape Verde,Liberia,1440,1348,1,0,in Cape Verde,No,,,,,,,,,,,,No
2021,October 10,World Cup qualifier,Benin,Tanzania,1482,1321,0,1,in Benin,No,,,,,,,,,,,,No
2021,October 10,European Nations League,Italy,Belgium,2036,2105,2,1,in Italy,No,,,,,,,,,,,,No
2021,October 10,European Nations League,France,Spain,2082,2045,2,1,in Italy,Yes,,,,,,,,,,,,Yes
2021,October 10,World Cup qualifier,Panama,United States,1582,1867,1,0,in Panama,No,,,,,,,,,,,,No
2021,October 10,World Cup qualifier,Mexico,Honduras,1883,1573,3,0,in Mexico,No,,,,,,,,,,,,No
2021,October 10,World Cup qualifier,Jamaica,Canada,1528,1749,0,0,in Jamaica,No,,,,,,,,,,,,No
2021,October 10,World Cup qualifier,Costa Rica,El Salvador,1611,1534,2,1,in Costa Rica,No,,,,,,,,,,,,No
2021,October 10,World Cup qualifier,Venezuela,Ecuador,1706,1802,2,1,in Venezuela,No,,,,,,,,,,,,No
2021,October 10,World Cup qualifier,Colombia,Brazil,1931,2136,0,0,in Colombia,No,,,,,,,,,,,,No
2021,October 10,World Cup qualifier,Chile,Paraguay,1760,1808,2,0,in Chile,No,,,,,,,,,,,,No
2021,October 10,World Cup qualifier,Bolivia,Peru,1576,1835,1,0,in Bolivia,No,,,,,,,,,,,,No
2021,October 10,World Cup qualifier,Argentina,Uruguay,2069,1939,3,0,in Argentina,No,,,,,,,,,,,,No
2021,October 11,Asian Cup qualifier,Indonesia,Taiwan,1110,897,3,0,in Thailand,Yes,,,,,,,,,,,,Yes
2021,October 11,World Cup qualifier,Libya,Egypt,1371,1611,0,3,in Libya,No,,,,,,,,,,,,No
2021,October 11,World Cup qualifier,Ivory Coast,Malawi,1654,1314,2,1,in Benin,Yes,,,,,,,,,,,,Yes
2021,October 11,World Cup qualifier,Gabon,Angola,1391,1368,2,0,in Gabon,No,,,,,,,,,,,,No
2021,October 11,World Cup qualifier,Cameroon,Mozambique,1570,1301,1,0,in Morocco,Yes,,,,,,,,,,,,Yes
2021,October 11,World Cup qualifier,Burkina Faso,Djibouti,1570,895,2,0,in Morocco,Yes,,,,,,,,,,,,Yes
2021,October 11,World Cup qualifier,Slovenia,Russia,1622,1751,1,2,in Slovenia,No,,,,,,,,,,,,No
2021,October 11,World Cup qualifier,Romania,Armenia,1663,1568,1,0,in Romania,No,,,,,,,,,,,,No
2021,October 11,World Cup qualifier,Norway,Montenegro,1754,1522,2,0,in Norway,No,,,,,,,,,,,,No
2021,October 11,World Cup qualifier,North Macedonia,Germany,1574,1942,0,4,in North Macedonia,No,,,,,,,,,,,,No
2021,October 11,World Cup qualifier,Netherlands,Gibraltar,1934,1066,6,0,in the Netherlands,No,,,,,,,,,,,,No
2021,October 11,World Cup qualifier,Latvia,Turkey,1296,1705,1,2,in Latvia,No,,,,,,,,,,,,No
2021,October 11,World Cup qualifier,Iceland,Liechtenstein,1550,1101,4,0,in Iceland,No,,,,,,,,,,,,No
2021,October 11,World Cup qualifier,Estonia,Wales,1440,1816,0,1,in Estonia,No,,,,,,,,,,,,No
2021,October 11,World Cup qualifier,Czechia,Belarus,1822,1456,2,0,in Russia,Yes,,,,,,,,,,,,Yes
2021,October 11,World Cup qualifier,Cyprus,Malta,1307,1240,2,2,in Cyprus,No,,,,,,,,,,,,No
2021,October 11,World Cup qualifier,Croatia,Slovakia,1856,1650,2,2,in Croatia,No,,,,,,,,,,,,No
2021,October 12,Friendly tournament,Jordan,Uzbekistan,1478,1552,3,0,in Jordan,No,,,,,,,,,,,,No
2021,October 12,Friendly,Ireland,Qatar,1632,1672,4,0,in Ireland,No,,,,,,,,,,,,No
2021,October 12,Friendly tournament,Gambia,South Sudan,1358,1092,2,1,in Morocco,Yes,,,,,,,,,,,,Yes
2021,October 12,Friendly tournament,Bahrain,New Zealand,1570,1497,0,1,in Bahrain,No,,,,,,,,,,,,No
2021,October 12,Asian Cup qualifier,Cambodia,Guam,849,712,2,1,in Bahrain,Yes,,,,,,,,,,,,Yes
2021,October 12,World Cup qualifier,United Arab Emirates,Iraq,1467,1602,2,2,in the United Arab Emirates,No,,,,,,,,,,,,No
2021,October 12,World Cup qualifier,Saudi Arabia,China,1657,1496,3,2,in Saudi Arabia,No,,,,,,,,,,,,No
2021,October 12,World Cup qualifier,Oman,Vietnam,1505,1385,3,1,in Oman,No,,,,,,,,,,,,No
2021,October 12,World Cup qualifier,Syria,Lebanon,1441,1383,2,3,in Jordan,Yes,,,,,,,,,,,,Yes
2021,October 12,World Cup qualifier,Japan,Australia,1723,1772,2,1,in Japan,No,,,,,,,,,,,,No
2021,October 12,World Cup qualifier,Iran,South Korea,1834,1756,1,1,in Iran,No,,,,,,,,,,,,No
2021,October 12,World Cup qualifier,Zimbabwe,Ghana,1338,1592,0,1,in Zimbabwe,No,,,,,,,,,,,,No
2021,October 12,World Cup qualifier,South Africa,Ethiopia,1553,1328,1,0,in South Africa,No,,,,,,,,,,,,No
2021,October 12,World Cup qualifier,Senegal,Namibia,1708,1389,3,1,in South Africa,Yes,,,,,,,,,,,,Yes
2021,October 12,World Cup qualifier,Niger,Algeria,1234,1760,0,4,in Niger,No,,,,,,,,,,,,No
2021,October 12,World Cup qualifier,Morocco,Guinea,1703,1428,4,1,in Morocco,No,,,,,,,,,,,,No
2021,October 12,World Cup qualifier,Congo,Togo,1354,1256,1,2,in Congo,No,,,,,,,,,,,,No
2021,October 12,World Cup qualifier,Ukraine,Bosnia and Herzegovina,1814,1649,1,1,in Ukraine,No,,,,,,,,,,,,No
2021,October 12,World Cup qualifier,Sweden,Greece,1866,1705,2,0,in Sweden,No,,,,,,,,,,,,No
2021,October 12,World Cup qualifier,Serbia,Azerbaijan,1803,1352,3,1,in Serbia,No,,,,,,,,,,,,No
2021,October 12,World Cup qualifier,San Marino,Andorra,817,1036,0,3,in San Marino,No,,,,,,,,,,,,No
2021,October 12,World Cup qualifier,Portugal,Luxembourg,2019,1395,5,0,in Portugal,No,,,,,,,,,,,,No
2021,October 12,World Cup qualifier,Lithuania,Switzerland,1334,1914,0,4,in Lithuania,No,,,,,,,,,,,,No
2021,October 12,World Cup qualifier,Kosovo,Georgia,1502,1464,1,2,in Kosovo,No,,,,,,,,,,,,No
2021,October 12,World Cup qualifier,Kazakhstan,Finland,1358,1683,0,2,in Kazakhstan,No,,,,,,,,,,,,No
2021,October 12,World Cup qualifier,Israel,Moldova,1642,1200,2,1,in Israel,No,,,,,,,,,,,,No
2021,October 12,World Cup qualifier,Faroe Islands,Scotland,1253,1671,0,1,in the Faroe Islands,No,,,,,,,,,,,,No
2021,October 12,World Cup qualifier,England,Hungary,2046,1678,1,1,in England,No,,,,,,,,,,,,No
2021,October 12,World Cup qualifier,Denmark,Austria,1979,1717,1,0,in Denmark,No,,,,,,,,,,,,No
2021,October 12,World Cup qualifier,Bulgaria,Northern Ireland,1493,1602,2,1,in Bulgaria,No,,,,,,,,,,,,No
2021,October 12,World Cup qualifier,Albania,Poland,1604,1783,0,1,in Albania,No,,,,,,,,,,,,No
2021,October 13,South Asian Championship,Maldives,India,945,1173,1,3,in the Maldives,No,,,,,,,,,,,,No
2021,October 13,South Asian Championship,Nepal,Bangladesh,956,848,1,1,in the Maldives,Yes,,,,,,,,,,,,Yes
2021,October 13,World Cup qualifier,United States,Costa Rica,1837,1622,2,1,in the United States,No,,,,,,,,,,,,No
2021,October 13,World Cup qualifier,Honduras,Jamaica,1567,1535,0,2,in Honduras,No,,,,,,,,,,,,No
2021,October 13,World Cup qualifier,El Salvador,Mexico,1523,1889,0,2,in El Salvador,No,,,,,,,,,,,,No
2021,October 13,World Cup qualifier,Canada,Panama,1742,1612,4,1,in Canada,No,,,,,,,,,,,,No
2021,October 14,World Cup qualifier,Colombia,Ecuador,1937,1782,0,0,in Colombia,No,,,,,,,,,,,,No
2021,October 14,World Cup qualifier,Chile,Venezuela,1786,1726,3,0,in Chile,No,,,,,,,,,,,,No
2021,October 14,World Cup qualifier,Brazil,Uruguay,2130,1924,4,1,in Brazil,No,,,,,,,,,,,,No
2021,October 14,World Cup qualifier,Bolivia,Paraguay,1605,1782,4,0,in Bolivia,No,,,,,,,,,,,,No
2021,October 14,World Cup qualifier,Argentina,Peru,2084,1806,1,0,in Argentina,No,,,,,,,,,,,,No
2021,October 16,South Asian Championship,India,Nepal,1192,950,3,0,in the Maldives,Yes,,,,,,,,,,,,Yes
2021,October 27,Friendly,Mexico,Ecuador,1900,1795,2,3,in the United States,Yes,,,,,,,,,,,,Yes
2021,November 5,Friendly,Bolivia,El Salvador,1651,1512,1,0,in the United States,Yes,,,,,,,,,,,,Yes
2021,November 9,Friendly tournament,Sri Lanka,Maldives,657,926,4,4,in Sri Lanka,No,,,,,,,,,,,,No
2021,November 10,Friendly,Nicaragua,Cuba,1238,1270,0,3,in Nicaragua,No,,,,,,,,,,,,No
2021,November 10,Friendly,Kosovo,Jordan,1474,1502,0,2,in Kosovo,No,,,,,,,,,,,,No
2021,November 10,Friendly tournament,Seychelles,Bangladesh,894,854,1,1,in Sri Lanka,Yes,,,,,,,,,,,,Yes
2022,January 1,Southeast Asian Championship,Thailand,Indonesia,1390,1205,2,2,in Singapore,Yes,,,,,,,,,,,,Yes
2022,January 2,Friendly,Zimbabwe,Sudan,1316,1311,0,0,in Cameroon,Yes,,,,,,,,,,,,Yes
2022,January 2,Friendly,Burkina Faso,Gabon,1564,1416,3,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2022,January 3,Friendly,Rwanda,Guinea,1264,1408,3,0,in Rwanda,No,,,,,,,,,,,,No
2022,January 4,Friendly,Gabon,Mauritania,1406,1353,1,1,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2022,January 5,Friendly,Algeria,Ghana,1801,1604,3,0,in Qatar,Yes,,,,,,,,,,,,Yes
2022,January 6,Friendly,Rwanda,Guinea,1284,1388,0,2,in Rwanda,No,,,,,,,,,,,,No
2022,January 9,African Nations Cup,Cape Verde,Ethiopia,1472,1350,1,0,in Cameroon,Yes,,,,,,,,,,,,Yes
2022,January 9,African Nations Cup,Cameroon,Burkina Faso,1609,1574,2,1,in Cameroon,No,,,,,,,,,,,,No
